date,NFLX,IBM,GE,GOOG,AAPL,KO,AMZN,HD,NKE,^DJI,WMT
2018-11-16,28.621,83.9652,37.0813,52.5765,45.8787,39.6064,79.6705,145.0148,66.268,25413.2207,28.9867
2018-11-19,27.06,83.095,36.2491,50.5215,44.0604,39.8748,75.6145,142.205,64.2997,25017.4395,28.7167
2018-11-20,26.698,80.947,35.3706,50.8068,41.9553,38.9828,74.773,138.4857,63.0583,24465.6406,27.9393
2018-11-21,26.213,81.8932,36.1104,51.3937,41.9079,38.4696,75.8365,138.6906,64.1666,24464.6895,27.9423
2018-11-23,25.882,80.9401,35.0007,50.7137,40.8435,38.6986,75.103,138.3219,63.3864,24285.9492,28.2182
2018-11-26,26.143,82.577,35.0469,51.9391,41.3959,38.5802,79.0665,139.1166,64.4681,24640.2402,28.233
2018-11-27,26.663,82.9016,34.3996,51.7305,41.3058,38.9749,79.071,141.9018,63.9184,24748.7305,28.2004
2018-11-28,28.265,84.9529,35.7867,53.8019,42.8941,39.2433,83.8875,146.2201,66.1971,25366.4297,28.9185
2018-11-29,28.875,83.9031,36.7114,53.9044,42.5646,38.9728,83.6785,144.7615,65.9133,25338.8398,28.868
2018-11-30,28.613,85.83,34.677,54.2081,42.3346,40.1026,84.5085,148.6017,66.8026,25538.4609,28.9748
2018-12-03,29.03,86.5483,36.1104,54.8024,43.8139,39.5377,88.618,149.7721,69.3104,25826.4297,29.3012
2018-12-04,27.533,83.9859,33.6598,52.048,41.8866,39.4502,83.42,144.4648,67.3984,25027.0703,28.4289
2018-12-06,28.288,85.5814,33.9835,52.9351,41.4196,39.291,84.9595,145.0087,67.1761,24947.6699,28.2737
2018-12-07,26.514,82.425,32.4115,51.3427,39.9427,39.0603,81.4565,142.3963,65.2197,24388.9492,27.8024
2018-12-10,26.97,83.6613,32.0416,51.4898,40.2058,39.1796,82.0515,141.4898,64.4816,24423.2598,28.0261
2018-12-11,26.532,83.4956,31.2556,52.0941,39.9759,39.4184,82.162,141.9183,65.4242,24370.2402,27.9993
2018-12-12,27.488,83.682,31.0244,52.685,40.0873,39.1637,83.177,143.5665,66.0912,24527.2695,27.7785
2018-12-13,27.602,83.385,33.29,52.5968,40.5258,39.3626,82.919,143.2864,64.8551,24597.3809,27.7337
2018-12-14,26.684,82.8118,32.8276,51.6161,39.2291,39.2592,79.5955,141.9843,64.4994,24100.5098,27.4026
2018-12-17,26.28,80.1872,33.0588,50.3496,38.864,38.4556,76.0455,138.4241,62.1606,23592.9805,27.0804
2018-12-18,27.094,80.5671,33.6598,50.9529,39.369,38.4476,77.574,140.1301,63.2722,23675.6406,27.1729
2018-12-19,26.677,80.4152,35.4655,50.6706,38.141,38.1134,74.754,138.0863,61.3335,23323.6602,27.0147
2018-12-20,26.058,78.0599,34.447,49.9969,37.1785,37.827,73.0415,135.2843,60.053,22859.5996,26.0392
2018-12-21,24.639,76.6234,33.1043,48.5175,35.7324,37.8508,68.8725,132.2516,64.3571,22445.3691,25.9944
2018-12-24,23.388,74.2958,32.0394,48.353,34.8079,36.5698,67.198,130.3232,60.5599,21792.1992,25.6036
2018-12-26,25.367,76.9342,34.2154,51.4854,37.2591,37.3496,73.545,138.6796,64.9263,22878.4492,26.973
2018-12-27,25.557,78.5849,33.6599,51.7043,37.0173,37.819,73.082,140.3608,65.5132,23138.8203,27.325
2018-12-28,25.608,78.0669,34.771,51.3675,37.0363,37.5564,73.901,140.2784,65.2197,23062.4004,27.4861
2018-12-31,26.766,78.5089,35.0488,51.2947,37.3942,37.6758,75.0985,141.597,65.9311,23327.4609,27.7904
2019-01-02,26.766,79.5725,37.2712,51.8019,37.4369,37.3416,76.9565,142.0832,65.86,23346.2402,27.8471
2019-01-03,27.12,77.984,37.3175,50.3263,33.7079,37.1108,75.014,138.9515,64.695,22686.2207,27.7039
2019-01-04,29.757,81.0299,38.1046,53.0332,35.1469,37.8508,78.7695,143.0803,66.3846,23433.1602,27.8769
2019-01-07,31.534,81.6031,40.4659,52.9183,35.0687,37.3575,81.4755,145.8987,67.3362,23531.3496,28.2051
2019-01-08,32.027,82.7634,39.6325,53.3091,35.7372,37.7792,82.829,146.5992,68.2343,23787.4492,28.402
2019-01-09,31.996,83.3574,39.3547,53.2288,36.3441,37.0552,82.971,148.1156,68.1098,23879.1191,28.3095
2019-01-10,32.466,84.1171,41.3919,53.0144,36.4602,37.453,82.811,147.5634,67.9586,24001.9199,28.3304
2019-01-11,33.759,83.8892,41.3919,52.3635,36.1023,37.6678,82.028,147.8519,67.6207,23995.9492,28.2946
2019-01-14,33.294,83.1502,41.2067,51.7444,35.5594,37.5167,80.8605,147.3574,67.6652,23909.8398,28.3274
2019-01-15,35.464,84.0757,40.4196,53.3522,36.2872,37.8508,83.728,145.429,69.257,24065.5898,28.7153
2019-01-16,35.139,83.9997,41.5771,53.5414,36.7305,37.3336,84.189,145.8987,69.0792,24207.1602,28.7451
2019-01-17,35.319,84.3934,42.3179,53.9837,36.9486,37.445,84.661,144.1104,70.3686,24370.0996,28.8615
2019-01-18,33.91,85.5192,41.9475,54.3978,37.1762,37.8827,84.81,147.9919,71.5424,24706.3496,29.1568
2019-01-22,32.516,84.6213,40.0955,53.0238,36.3417,37.9702,81.6085,145.9564,71.8092,24404.4805,29.0852
2019-01-23,32.199,91.7836,40.4196,53.2739,36.4887,38.4078,82.001,145.7751,71.5869,24575.6191,29.4492
2019-01-24,32.667,91.535,40.6511,53.1912,36.1995,37.9463,82.7465,146.1048,71.5336,24553.2402,29.3448
2019-01-25,33.805,92.5296,42.4105,54.0377,37.399,37.6917,83.5285,148.6677,71.6847,24737.1992,28.9211
2019-01-28,33.566,92.7368,41.3456,53.002,37.0529,37.5326,81.8945,148.198,71.4268,24528.2207,28.9569
2019-01-29,32.89,92.7782,41.2067,52.5334,36.6688,37.7156,79.694,148.0826,71.3379,24579.9609,28.8525
2019-01-30,34.066,92.8127,42.1327,53.9421,39.1746,38.0816,83.5215,150.1346,72.2805,25014.8594,28.2827
2019-01-31,33.95,92.8404,47.0405,55.2948,39.4567,38.2964,85.9365,151.2471,72.8141,24999.6699,28.59
2019-02-01,33.985,92.6194,47.1794,55.0164,39.4757,38.75,81.3115,151.9394,72.4851,25063.8906,28.0023
2019-02-04,35.134,93.3722,47.272,56.1086,40.597,39.1876,81.6655,153.637,72.9119,25239.3691,28.2737
2019-02-05,35.581,93.6208,49.2165,56.7619,41.2915,39.1956,82.9405,153.6041,73.6856,25411.5195,28.5214
2019-02-06,35.219,94.1526,48.4757,55.2383,41.3058,39.1956,82.013,152.2278,73.5522,25390.3008,28.5333
2019-02-07,34.471,93.0626,46.5775,54.4201,40.5235,39.3229,80.7185,151.6922,73.2677,25169.5293,28.8585
2019-02-08,34.757,93.426,45.42,54.2393,40.5711,39.3865,79.411,152.0795,73.241,25106.3301,28.5154
2019-02-11,34.573,93.6216,46.4386,54.2368,40.3378,39.474,79.55,150.7444,74.4148,25053.1094,28.7004
2019-02-12,35.997,95.061,46.2071,55.5424,40.6854,39.5138,81.9005,152.8871,75.3308,25425.7598,28.9301
2019-02-13,35.177,96.0881,48.0128,55.4825,40.5163,39.6173,82.0,155.2688,75.9444,25543.2695,29.2195
2019-02-14,35.907,95.3614,46.4849,55.5573,40.6639,36.2754,81.1325,154.6919,75.3041,25439.3906,29.3925
2019-02-15,35.687,96.4445,46.7164,55.16,40.5735,35.9969,80.3975,158.5487,75.9266,25883.25,29.8311
2019-02-19,36.192,96.9126,46.9016,55.4032,40.6949,35.6707,81.379,158.4992,75.2063,25891.3203,30.4904
2019-02-20,35.991,96.4235,46.7627,55.1675,40.9568,35.8855,81.105,158.1037,75.4464,25954.4395,29.7983
2019-02-21,35.697,96.3117,46.4386,54.3339,40.7259,36.4902,80.972,158.0789,74.6549,25850.6309,29.6521
2019-02-22,36.302,97.2969,47.0868,54.9976,41.1806,36.0287,81.578,158.5487,75.3753,26031.8105,29.6998
2019-02-25,36.391,97.4436,50.0962,54.9495,41.4806,35.7582,81.65,156.5626,75.7398,26091.9492,29.5715
2019-02-26,36.497,97.6253,51.3297,55.2333,41.5044,35.5593,81.82,155.1781,76.3001,26057.9805,29.4432
2019-02-27,36.287,97.241,52.389,55.2789,41.6329,35.7582,82.0545,151.3625,76.6291,25985.1602,29.2702
2019-02-28,35.81,96.5143,50.0296,55.4706,41.2234,36.0765,81.9915,152.574,76.2378,25916.0,29.5327
2019-03-01,35.732,97.2619,49.4517,56.5142,41.6567,36.1083,83.5865,152.5986,77.7089,26026.3203,29.2165
2019-03-04,35.104,96.7239,49.9814,56.8515,41.8662,36.3231,84.8085,151.4779,76.3537,25819.6504,29.1926
2019-03-05,35.43,96.3396,47.622,57.5563,41.7901,36.2833,84.6215,151.6345,76.1754,25806.6309,29.3388
2019-03-06,35.961,95.7108,43.8662,57.3498,41.5496,36.164,83.4475,152.0053,75.899,25673.4609,29.315
2019-03-07,35.26,94.5789,45.5033,56.6286,41.0687,36.0287,81.2975,150.4066,76.015,25473.2305,29.0733
2019-03-08,34.96,94.3902,46.1782,56.5801,41.1663,35.6786,81.04,149.3518,75.6048,25450.2402,29.1151
2019-03-11,35.886,96.2209,47.7206,58.2364,42.5924,36.7448,83.531,150.3489,76.5142,25650.8809,29.3806
2019-03-12,35.627,96.6191,47.0458,59.1002,43.0709,36.6414,83.655,151.6345,76.1665,25554.6602,29.3478
2019-03-13,36.121,96.8148,48.2991,59.1062,43.2614,36.7767,84.5405,150.3891,76.6123,25702.8906,29.5447
2019-03-14,35.882,96.9755,49.6487,58.7213,43.7423,36.6803,84.311,150.7793,77.4504,25709.9395,29.4607
2019-03-15,36.146,97.4227,48.0098,58.6673,44.3113,36.3593,85.618,151.2941,77.388,25848.8691,29.5207
2019-03-18,36.344,97.9677,49.1667,58.6574,44.7637,36.4476,87.1075,152.282,78.2974,25914.0996,29.8926
2019-03-19,35.878,98.1633,49.1185,59.3801,44.4089,36.568,88.0925,152.8716,78.1815,25887.3809,29.9496
2019-03-20,37.522,97.5415,49.2631,60.6243,44.797,36.5439,89.8635,154.5071,77.2899,25745.6699,29.5867
2019-03-21,37.787,98.8271,49.5041,60.9992,46.4469,36.5278,90.963,157.7202,78.4668,25962.5098,29.7126
2019-03-22,36.101,97.4367,48.1062,59.7095,45.485,36.865,88.2385,156.7072,73.2778,25502.3203,29.4787
2019-03-25,36.623,97.248,47.6242,59.0903,44.9351,36.9452,88.713,157.4793,73.4027,25516.8301,29.4457
2019-03-26,35.997,97.9747,48.6847,58.6753,44.4708,37.4348,89.188,157.197,74.3388,25657.7305,29.4907
2019-03-27,35.337,97.2899,48.0098,58.1007,44.8708,37.4107,88.285,157.1224,74.0802,25625.5898,29.1577
2019-03-28,35.461,97.765,47.6724,57.8763,44.9303,37.3867,88.671,157.7948,74.9272,25717.4609,29.1337
2019-03-29,35.656,98.5895,48.1545,58.1151,45.2232,37.6114,89.0375,159.3142,75.0788,25928.6797,29.2537
2019-04-01,36.696,100.1267,48.6847,59.1611,45.5303,37.499,90.7095,162.4276,75.9882,26258.4199,29.3407
2019-04-02,36.772,99.9171,49.3595,59.4613,46.1921,37.3786,90.699,161.3233,75.2215,26179.1309,29.0768
2019-04-03,36.975,100.3573,48.6847,59.7303,46.5088,37.0656,91.035,164.8934,75.3106,26218.1309,29.1517
2019-04-04,36.788,99.7634,48.3473,60.18,46.5897,37.3064,90.943,166.4209,76.0328,26384.6309,29.4277
2019-04-05,36.549,100.1127,48.2509,59.7912,46.9016,37.2984,91.864,167.7577,76.1398,26424.9902,29.6436
2019-04-08,36.141,100.1896,45.7443,59.6272,47.6397,37.3626,92.493,168.9948,75.5424,26341.0195,29.7636
2019-04-09,36.471,99.2952,44.4429,59.3008,47.4968,37.4589,91.792,166.7946,75.1412,26150.5801,29.6017
2019-04-10,36.392,99.9311,44.1536,59.544,47.7635,37.4348,92.3665,165.5742,75.6762,26157.1602,29.8746
2019-04-11,36.765,100.4621,43.9608,59.6659,47.3659,37.491,92.2035,167.2762,75.7832,26143.0508,30.2345
2019-04-12,35.114,100.8604,43.3824,60.3221,47.3468,37.5151,92.153,169.2438,76.8887,26412.3008,30.4625
2019-04-15,34.887,100.546,43.286,60.4821,47.4325,37.7238,92.2435,170.0824,77.4147,26384.7695,30.7235
2019-04-16,35.946,101.4124,44.0572,60.7808,47.4373,37.6836,93.152,169.7585,78.2795,26452.6602,30.8734
2019-04-17,35.474,97.199,43.9608,61.237,48.361,37.9485,93.241,171.4854,79.1087,26449.5391,30.9424
2019-04-18,36.035,98.0515,45.0695,61.2385,48.5348,38.109,93.0845,170.7466,79.5277,26559.5391,30.9484
2019-04-22,37.734,97.0454,44.9249,61.8561,48.6944,38.0448,94.3655,170.0159,77.8872,26511.0508,30.7055
2019-04-23,38.189,98.1284,44.9731,62.6343,49.3967,38.695,96.1885,171.0703,77.9497,26656.3906,30.9154
2019-04-24,37.423,97.786,44.9249,62.2108,49.3205,38.5103,95.0875,171.6266,78.8056,26597.0508,31.0534
2019-04-25,36.833,96.8637,43.9608,62.5798,48.8729,38.398,95.1125,171.444,78.0656,26462.0801,31.0504
2019-04-26,37.485,97.4297,46.13,63.0122,48.6396,38.7351,97.5315,169.0446,78.7342,26543.3301,30.4535
2019-04-29,37.183,97.1572,46.9012,63.7749,48.7134,38.8635,96.9215,167.8407,78.6897,26554.3906,30.4625
2019-04-30,37.054,98.0096,49.0221,58.8664,47.7754,39.3772,96.326,169.1193,78.3063,26592.9102,30.8464
2019-05-01,37.881,98.2122,48.6847,57.856,50.1205,39.0,95.576,165.0511,76.5856,26430.1406,30.4025
2019-05-02,37.906,97.5345,49.4077,57.5851,49.7943,38.8394,95.041,166.8859,76.0239,26307.7891,30.3395
2019-05-03,38.503,97.9956,50.6128,58.7139,50.4133,39.1043,98.123,166.5124,76.4072,26504.9492,30.6185
2019-05-06,37.867,98.0864,50.2754,58.9115,49.6348,38.9036,97.5275,165.7402,74.5082,26438.4805,30.7325
2019-05-07,37.046,96.172,48.7329,58.1542,48.2968,38.5264,96.05,161.7052,73.5899,25965.0898,30.3845
2019-05-08,36.437,96.4235,48.9739,57.7664,48.3063,38.406,95.8885,162.0373,73.7949,25967.3301,30.0846
2019-05-09,36.275,95.6882,48.3955,57.5737,47.7873,38.0448,94.9935,161.5475,73.9822,25828.3594,30.0152
2019-05-10,36.104,95.6741,48.8293,57.6673,47.1252,38.6789,94.499,161.5475,74.847,25942.3691,30.7299
2019-05-13,34.526,92.9167,47.576,56.0704,44.3864,38.5665,91.134,158.0273,73.581,25324.9902,30.1208
2019-05-14,34.561,94.2529,49.7451,55.4964,45.089,39.0802,92.006,159.09,74.5974,25532.0508,30.2414
2019-05-15,35.499,95.0236,49.4559,57.6643,45.6291,39.4735,93.5575,159.2062,74.9005,25648.0195,30.1177
2019-05-16,35.931,96.07,48.8293,58.3959,45.4284,39.7946,95.3785,159.7209,75.1412,25862.6797,30.5489
2019-05-17,35.445,94.967,48.2027,57.5697,45.1703,39.4896,93.45,159.887,75.3998,25764.0,30.4132
2019-05-20,34.811,95.5327,47.6242,56.4082,43.7578,39.2086,92.9485,158.5337,73.8663,25679.9004,30.6123
2019-05-21,35.427,96.473,48.0098,56.9422,44.5967,39.008,92.876,158.9488,74.5706,25877.3301,30.4917
2019-05-22,35.973,96.4023,47.7206,57.0308,43.6837,39.8508,92.984,156.84,74.1783,25776.6094,30.8264
2019-05-23,35.221,93.6025,46.0818,56.5033,42.938,40.0113,90.774,159.4055,73.6791,25490.4707,30.7148
2019-05-24,35.439,93.5247,45.5515,56.1417,42.7731,39.8186,91.164,160.7255,73.2511,25585.6895,30.959
2019-05-28,35.506,92.2379,45.1177,56.1754,42.5963,39.4093,91.8215,159.0319,72.3952,25347.7695,30.8837
2019-05-29,34.919,91.6935,45.1659,55.2992,42.3931,39.016,90.9595,157.7368,70.3178,25126.4102,30.7932
2019-05-30,35.185,91.6087,45.6479,55.373,42.613,39.5297,90.816,158.6417,70.6656,25169.8809,30.8143
2019-05-31,34.328,89.7846,45.5033,54.6637,41.841,39.4334,88.7535,157.6205,68.9669,24815.0391,30.5881
2019-06-03,33.663,90.6896,45.9371,51.3254,41.418,40.1156,84.6345,157.388,69.7,24819.7793,30.7449
2019-06-04,35.34,93.8146,48.2027,52.1585,42.9333,40.1317,86.478,162.1037,72.9722,25332.1797,30.9259
2019-06-05,35.573,92.9662,47.6724,51.6221,43.6263,40.7577,86.925,164.4447,73.9557,25539.5703,31.4867
2019-06-06,35.713,93.4823,47.817,51.7271,44.2669,41.2554,87.718,164.8461,73.7142,25720.6602,31.6948
2019-06-07,36.087,94.2529,48.1062,52.8019,45.4451,41.3276,90.2015,164.9547,74.5726,25983.9395,31.9813
2019-06-10,35.201,95.264,48.4437,53.5121,46.0259,41.2393,93.0315,165.5818,73.8305,26062.6797,32.4215
2019-06-11,35.127,96.1195,48.7811,53.4299,46.5588,41.1992,93.185,165.5483,74.4384,26048.5098,32.5481
2019-06-12,34.556,95.3559,49.5523,53.3462,46.4107,41.448,92.766,166.3259,73.8752,26004.8301,32.8135
2019-06-13,34.343,95.9851,49.6969,53.9277,46.4011,41.359,93.515,169.1768,74.7514,26106.7695,32.7622
2019-06-14,33.973,95.5538,49.3113,53.7583,46.0641,41.5046,93.4835,172.0362,74.5994,26089.6094,32.8889
2019-06-17,35.062,95.4125,48.4437,54.1125,46.339,41.1487,94.3015,173.0478,73.4103,26112.5293,32.916
2019-06-18,35.712,96.4235,50.2272,54.6623,47.4288,40.9627,95.0685,173.4659,75.3682,26465.5391,33.0638
2019-06-19,36.352,96.9184,49.8416,54.5994,47.2901,41.3509,95.4395,173.8504,74.6977,26504.0,33.0547
2019-06-20,36.521,98.1698,51.2394,55.0496,47.6702,41.7877,95.9095,176.6178,76.2087,26753.1699,33.2658
2019-06-21,36.921,98.4173,50.5164,55.5677,47.5076,41.6988,95.565,175.0627,76.6646,26719.1309,33.5101
2019-06-24,37.104,98.5233,49.5523,55.2527,47.4598,41.998,95.695,171.8104,75.547,26727.5391,33.5432
2019-06-25,36.03,97.8234,49.2631,53.8079,46.7405,41.8686,93.9135,171.175,73.8662,26548.2207,33.3864
2019-06-26,36.22,97.9365,49.5041,53.4834,47.7514,41.3509,94.8915,172.5796,73.8037,26536.8203,33.2176
2019-06-27,37.002,97.9365,50.1308,53.2957,47.7371,41.3186,95.214,173.0812,74.7961,26526.5801,33.1995
2019-06-28,36.732,97.4982,50.6615,53.5384,47.3021,41.1891,94.6815,173.8755,75.0553,26599.9609,33.3171
2019-07-01,37.46,98.898,51.2887,54.3824,48.1697,41.7392,96.1095,175.8068,76.3606,26717.4297,33.3563
2019-07-02,37.543,99.1385,51.2405,55.0412,48.4517,42.0466,96.7155,175.6897,75.9583,26786.6797,33.6518
2019-07-03,38.172,100.0717,51.1922,55.5528,48.8532,42.1436,96.95,177.3285,77.067,26966.0,33.8689
2019-07-05,38.055,99.9586,50.6615,56.0486,48.8102,42.1517,97.1455,176.7934,77.6212,26922.1191,33.7664
2019-07-08,37.616,99.3859,49.214,55.2938,47.804,42.0628,97.616,178.0056,79.1054,26806.1406,33.9895
2019-07-09,37.993,98.5092,49.4553,55.7138,48.0956,41.7311,99.415,177.2448,78.712,26783.4902,34.0378
2019-07-10,38.1,99.3152,49.214,56.489,48.5712,41.9172,100.8705,176.1998,78.1756,26860.1992,34.0679
2019-07-11,37.95,99.8596,48.7798,56.6737,48.2175,42.0951,100.0535,178.9504,78.9355,27088.0801,34.3513
2019-07-12,37.325,100.9201,50.0343,56.7079,48.5879,42.1598,100.55,182.4535,79.6776,27332.0293,34.5564
2019-07-15,36.66,101.3302,49.5518,56.9773,49.0444,42.1679,101.0495,182.8464,79.9994,27359.1602,34.671
2019-07-16,36.599,101.4787,50.0825,57.1378,48.8747,42.176,100.495,181.6425,79.2127,27335.6309,34.6046
2019-07-17,36.244,101.1535,48.1525,56.7797,48.5999,42.2083,99.6015,180.263,78.2292,27219.8496,34.5564
2019-07-18,32.521,105.7915,48.5385,56.7787,49.1519,42.087,98.895,179.2848,78.1756,27222.9707,34.5926
2019-07-19,31.51,105.8269,48.4421,55.9748,48.4182,41.5693,98.226,178.1143,77.3799,27154.1992,34.3453
2019-07-22,31.062,105.8693,49.2623,56.3696,49.5248,41.4318,99.2815,176.6345,76.8613,27171.9004,34.0197
2019-07-23,30.73,106.3218,51.3852,56.7728,49.9119,43.9475,99.7245,178.1477,77.514,27349.1895,33.7995
2019-07-24,31.794,106.0743,51.53,56.3567,49.8713,43.5026,100.0405,179.5106,77.514,27269.9707,33.7724
2019-07-25,32.646,106.3289,50.3238,56.0749,49.477,42.9283,98.691,180.2128,78.0325,27140.9805,33.8387
2019-07-26,33.578,107.0147,50.7098,61.9339,49.6491,43.8181,97.1525,181.3499,78.265,27192.4492,34.08
2019-07-29,33.27,106.6753,50.0825,61.389,50.1127,43.6725,95.6225,182.2946,78.3365,27221.3496,33.8538
2019-07-30,32.593,105.8905,50.758,60.6822,49.8976,43.4541,94.9265,181.7261,77.961,27198.0195,33.7905
2019-07-31,32.299,104.8088,50.4203,60.2632,50.9157,42.5724,93.339,178.6578,76.9149,26864.2695,33.2839
2019-08-01,31.95,106.2794,48.635,59.8833,49.814,42.087,92.766,177.9388,74.3133,26583.4199,32.9824
2019-08-02,31.883,104.1088,48.2491,59.1394,48.76,42.3297,91.162,177.3702,72.5431,26485.0098,32.9884
2019-08-05,30.763,99.5203,46.6086,57.0754,46.2075,41.7796,88.2565,171.3422,70.603,25717.7402,31.9089
2019-08-06,31.01,99.499,46.1743,57.9486,47.0822,42.2812,89.3915,174.5694,72.6861,26029.5195,32.3461
2019-08-07,30.429,98.3537,45.6436,58.1487,47.5698,43.0173,89.67,173.8253,72.6682,26007.0703,32.6265
2019-08-08,31.59,100.2207,45.7884,59.6748,48.619,43.4298,91.6445,176.8853,74.206,26378.1895,32.8841
2019-08-09,30.893,97.3808,44.1479,58.8432,48.2183,43.2114,90.379,175.5894,73.2941,26287.4395,32.5084
2019-08-12,31.083,95.621,43.6654,58.1844,48.096,43.0334,89.246,173.0729,72.999,25896.4395,31.8841
2019-08-13,31.228,97.1376,45.1129,59.3018,50.1328,43.2761,91.217,174.1765,74.4921,26279.9102,32.5478
2019-08-14,29.911,93.8899,43.5689,57.6683,48.6406,42.8635,88.148,168.5414,72.4447,25479.4199,32.1811
2019-08-15,29.576,94.3691,38.6475,57.8154,48.3983,43.5754,88.806,168.7086,71.0858,25579.3906,34.1477
2019-08-16,30.28,95.6854,42.4109,58.3275,49.5402,44.0122,89.6285,170.2637,71.7742,25886.0098,34.2386
2019-08-19,30.938,96.601,41.8319,59.3603,50.4638,44.2387,90.806,173.8588,72.5341,26135.7891,34.4871
2019-08-20,29.899,95.1417,40.4327,58.5797,50.4662,43.5835,90.069,181.5004,71.9977,25962.4395,33.9538
2019-08-21,29.781,96.0359,39.3712,59.0036,51.0132,43.7614,91.177,184.2677,73.9735,26202.7305,33.9447
2019-08-22,29.693,96.086,39.516,58.9184,50.97,44.0769,90.233,184.7861,74.4831,26252.2402,33.9114
2019-08-23,29.144,92.6881,38.4545,57.0244,48.6142,43.4702,87.481,181.8181,71.9173,25628.9004,33.5841
2019-08-26,29.498,92.9885,38.8405,57.8961,49.5378,44.1174,88.4435,182.8046,73.5355,25898.8301,33.9356
2019-08-27,29.103,93.8326,38.2615,57.8441,48.9788,44.263,88.0915,182.4367,73.3388,25777.9004,34.0659
2019-08-28,29.177,94.97,38.3097,58.0016,49.3075,44.5784,88.2125,185.5636,74.6351,26036.0996,34.1568
2019-08-29,29.678,96.4866,39.13,59.0829,50.1424,44.5299,89.32,190.0533,76.3338,26362.25,34.5689
2019-08-30,29.375,96.9516,39.8055,58.8476,50.0776,44.5218,88.8145,190.5465,75.7422,26403.2793,34.6235
2019-09-03,28.929,95.9286,40.1915,57.8714,49.3483,44.7321,89.492,187.3361,75.8946,26118.0195,34.7386
2019-09-04,29.152,97.5167,42.4592,58.5163,50.1855,45.1123,90.031,188.5473,77.4005,26355.4707,35.1235
2019-09-05,29.325,100.8431,42.5074,60.0007,51.1668,44.5865,92.036,191.912,79.2559,26728.1504,34.981
2019-09-06,29.017,100.5569,42.0249,59.6812,51.162,44.6755,91.6755,194.4187,79.498,26797.4609,34.7659
2019-09-09,29.434,102.0091,43.2311,59.6555,51.3803,44.1012,91.5675,195.8823,79.48,26835.5098,35.2507
2019-09-10,28.799,103.7617,44.0996,59.7342,51.9872,44.0041,91.0275,195.9917,77.8307,26909.4297,35.1659
2019-09-11,28.827,102.7245,45.1611,60.4361,53.6402,44.3034,91.1495,195.7057,77.759,27137.0391,35.1568
2019-09-12,28.886,102.7387,44.6786,61.1335,53.5202,44.5784,92.1775,196.6646,78.5837,27182.4492,35.4295
2019-09-13,29.415,102.7745,45.1133,61.3965,52.479,44.2118,91.967,196.816,78.27,27219.5195,35.5841
2019-09-16,29.429,101.9232,45.3065,60.9873,52.7549,43.9673,90.392,194.3009,78.2251,27076.8203,35.0204
2019-09-17,29.86,101.723,45.2099,60.8809,52.9468,44.1955,91.1275,193.6449,78.512,27110.8008,35.3053
2019-09-18,29.156,101.7372,45.3065,61.0423,53.4435,44.1873,90.873,194.1664,78.9512,27147.0801,35.5022
2019-09-19,28.66,102.2738,45.4997,61.3544,53.0092,44.4236,91.075,191.8868,78.6106,27094.7891,35.4871
2019-09-20,27.075,101.494,45.2582,60.9195,52.2343,43.9266,89.708,188.9848,77.6963,26935.0703,35.4477
2019-09-23,26.592,101.63,45.1133,61.1226,52.4718,44.114,89.265,190.3138,78.6016,26949.9902,35.6416
2019-09-24,25.459,101.351,43.3262,60.3662,52.2223,44.2444,87.0805,189.6072,78.1445,26807.7695,35.878
2019-09-25,26.475,102.4097,44.2439,61.7412,53.026,44.1384,88.4165,191.87,81.3982,26970.7109,35.8992
2019-09-26,26.331,102.6887,43.5677,61.4871,52.7525,44.3177,86.992,193.2915,82.6173,26891.1191,35.8477
2019-09-27,26.308,102.4669,43.6643,60.6798,52.4958,44.2525,86.2725,193.3504,82.7428,26820.25,35.8931
2019-09-30,26.762,104.0264,43.1813,60.3781,53.7313,44.3584,86.7955,195.1674,84.1859,26916.8301,35.9628
2019-10-01,26.958,102.7674,41.5873,59.6896,53.8801,44.5295,86.7825,194.3767,82.7159,26573.0391,35.7113
2019-10-02,26.803,101.3581,41.1043,58.2795,52.5294,43.2503,85.6615,189.725,82.0078,26078.6191,35.1871
2019-10-03,26.815,101.5942,42.0704,58.8342,52.9756,43.8695,86.221,190.7849,82.6621,26201.0391,35.2447
2019-10-04,27.279,102.2881,41.3941,59.8828,54.4606,44.4399,86.9825,191.727,83.424,26573.7207,35.8053
2019-10-07,27.446,101.0648,41.3458,59.8174,54.4726,43.894,86.633,190.726,83.5136,26478.0195,35.5234
2019-10-08,27.072,98.9903,39.9934,58.8986,53.8345,43.6577,85.2755,190.6671,82.2408,26164.0391,35.6295
2019-10-09,26.753,99.9131,40.3315,59.5514,54.4654,43.8614,86.0995,192.5765,82.931,26346.0098,36.0386
2019-10-10,28.048,100.9576,40.8145,59.8665,55.1995,43.7229,86.013,194.8224,83.3613,26496.6699,36.2446
2019-10-11,28.293,102.1236,42.5051,60.2023,56.6678,43.4295,86.596,197.388,84.1501,26816.5898,36.4356
2019-10-14,28.553,101.6085,42.1187,60.286,56.5862,43.4295,86.8215,196.9842,85.0464,26787.3594,36.1113
2019-10-15,28.425,102.2952,42.9398,61.5674,56.4543,43.6006,88.369,198.1955,84.9657,27024.8008,36.2204
2019-10-16,28.628,101.6586,42.9881,61.5986,56.2263,43.5843,88.8715,198.4311,85.0464,27001.9805,36.1871
